ID,Location,address,maps,contact,contact2,contact3
Store ID: K041,"Hoshalli Extension, Vijayanagar","No. 2033/26, 1st Main Road, Vijayanagar, Opposite Vodafone Office, Bengaluru, 560040, India","http://maps.google.com/maps?saddr=&daddr=No.%202033/26,%201st%20Main%20Road,%20Vijayanagar,%20Opposite%20Vodafone%20Office,%20Bengaluru,%20560040,%20India",080 4865 0991,tel:080 4865 0991,tel:+919791597915
Store ID: K115,"HRBR Layout, Bengaluru","Daffodils, CMR Main Rd, near Vasan Eye Care, HRBR Layout 3rd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043","http://maps.google.com/maps?saddr=&daddr=%20Daffodils,%20CMR%20Main%20Rd,%20near%20Vasan%20Eye%20Care,%20HRBR%20Layout%203rd%20Block,%20HRBR%20Layout,%20Kalyan%20Nagar,%20Bengaluru,%20Karnataka%20560043",080 4121 0251,tel:080 4121 0251,tel:+919791597915
Store ID: K037,"HSR Layout, Bengaluru","No. 415, 27th Main Road, HSR Layout, Near Rio Arcade, Bengaluru, 560102, India","http://maps.google.com/maps?saddr=&daddr=No.%20415,%2027th%20Main%20Road,%20HSR%20Layout,%20Near%20Rio%20Arcade,%20Bengaluru,%20560102,%20India",080 4854 0844,tel:080 4854 0844,tel:+919791597915
Store ID: K024,"Indiranagar, Bengaluru","No. 28 - A, No. G- 4, Smart Avenue, 80 Feet Road, Indiranagar, Near Michael Bar and Restaurent, Bengaluru, 560005, India","http://maps.google.com/maps?saddr=&daddr=No.%2028%20-%20A,%20No.%20G-%204,%20Smart%20Avenue,%2080%20Feet%20Road,%20Indiranagar,%20Near%20Michael%20Bar%20and%20Restaurent,%20Bengaluru,%20560005,%20India",080 4152 2055,tel:080 4152 2055,tel:+919791597915
Store ID: K133,"Infantry Road, Ballari","No. 43 , Infantry Road, Near Rock Garden Hotel, Sanjay Gandhi Nagar , BALLARY, Ballary, 583104, India","http://maps.google.com/maps?saddr=&daddr=No.%2043%20,%20Infantry%20Road,%20Near%20Rock%20Garden%20Hotel,%20Sanjay%20Gandhi%20Nagar%20,%20BALLARY,%20Ballary,%20583104,%20India",089258 13992,tel:089258 13992,tel:+919791597915
Store ID: K002,"Jayanagar, Bengaluru","21/183/A, 32nd Cross Rd, opp. Airtel Office, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru, Karnataka 560070","http://maps.google.com/maps?saddr=&daddr=21/183/A,%2032nd%20Cross%20Rd,%20opp.%20Airtel%20Office,%204th%20T%20Block%20East,%20Pattabhirama%20Nagar,%20Jayanagar,%20Bengaluru,%20Karnataka%20560070",080 4124 7055,tel:080 4124 7055,tel:+919791597915
Store ID: K119,"Kalidasa Road, Mysuru","No. 3005/2A, D48/2A, Kalidasa Rd, opp. True Spirits Gold, Vani Vilas Mohalla, Mysuru, Karnataka 570002","http://maps.google.com/maps?saddr=&daddr=No.%203005/2A,%20D48/2A,%20Kalidasa%20Rd,%20opp.%20True%20Spirits%20Gold,%20Vani%20Vilas%20Mohalla,%20Mysuru,%20Karnataka%20570002",0821 400 0493,tel:0821 400 0493,tel:+919791597915
Store ID: T092,"Kamarajar Street, Kanchipuram","22 AB / 1 , Kamarajar Street , Next to IOB ,, Kanchipuram, 631501, India","http://maps.google.com/maps?saddr=&daddr=22%20AB%20/%201%20,%20Kamarajar%20Street%20,%20Next%20to%20IOB%20,,%20Kanchipuram,%20631501,%20India",044 4721 0061,tel:044 4721 0061,tel:+919791597915
Store ID: T006,"Kamaraj Avenue 1st Street, Chennai","55, Kamaraj Avenue 1st Street, Kasturba Nagar, Adyar, Chennai, 600020, India","http://maps.google.com/maps?saddr=&daddr=55,%20Kamaraj%20Avenue%201st%20Street,%20Kasturba%20Nagar,%20Adyar,%20Chennai,%20600020,%20India",044 4711 1893,tel:044 4711 1893,tel:+919791597915
Store ID: K022,"Kammanahalli, Bengaluru","No. 153, JKB Complex, Kammanahalli Main Road, Kammanahalli, Opposite Photo Zone, Bengaluru, 560084, India","http://maps.google.com/maps?saddr=&daddr=No.%20153,%20JKB%20Complex,%20Kammanahalli%20Main%20Road,%20Kammanahalli,%20Opposite%20Photo%20Zone,%20Bengaluru,%20560084,%20India",080 4169 7055,tel:080 4169 7055,tel:+919791597915
Store ID: K128,"Kanakapura Road, Bengaluru","No. 100, Kanakapura Main Rd, Vajarahalli Village, Vajarahalli, Near D-Mart, Bengaluru, 560062, India","http://maps.google.com/maps?saddr=&daddr=No.%20100,%20Kanakapura%20Main%20Rd,%20Vajarahalli%20Village,%20Vajarahalli,%20Near%20D-Mart,%20Bengaluru,%20560062,%20India",088708 11170,tel:088708 11170,tel:+919791597915
Store ID: K073,Kantharaj Urs Road,"No. 756, kantharaj urs road, saraswathipuram, Mysore, 570009, India","http://maps.google.com/maps?saddr=&daddr=No.%20756,%20kantharaj%20urs%20road,%20saraswathipuram,%20Mysore,%20570009,%20India",0821 485 1444,tel:0821 485 1444,tel:+919791597915
Store ID: P003,"Karaikal, Puducherry","No.51-5253, Bharathiyar Road Opp to Karaikal town Police Station, Karaikal, 609602, India","http://maps.google.com/maps?saddr=&daddr=No.51-5253,%20Bharathiyar%20Road%20Opp%20to%20Karaikal%20town%20Police%20Station,%20Karaikal,%20609602,%20India",091504 66629,tel:091504 66629,tel:+919791597915
Store ID: K141,"Kasavanahalli, Bengaluru","No. 15/2 & 5A, Aadeshwar Chambers, Hosa Road, Kasavanahalli, Near ICICI Bank, Bengaluru, 560034, India","http://maps.google.com/maps?saddr=&daddr=No.%2015/2%20&%205A,%20Aadeshwar%20Chambers,%20Hosa%20Road,%20Kasavanahalli,%20Near%20ICICI%20Bank,%20Bengaluru,%20560034,%20India",080 4302 7041,tel:080 4302 7041,tel:+919791597915
Store ID: K079,"Kasturi Nagar, Bengaluru","No. 1, ABC - 202, 2nd Main Road, East of NGEF Layout, Kasturi Nagar, Near Kanti Sweets, Bengaluru, 560043, India","http://maps.google.com/maps?saddr=&daddr=No.%201,%20ABC%20-%20202,%202nd%20Main%20Road,%20East%20of%20NGEF%20Layout,%20Kasturi%20Nagar,%20Near%20Kanti%20Sweets,%20Bengaluru,%20560043,%20India",080 4211 0248,tel:080 4211 0248,tel:+919791597915
Store ID: T122,"Katpadi Road, Katpadi","70, Katpadi Main Rd, near Reliance Trends, Suthanthira Ponvizha Nagar, Venkatraman Nagar, Katpadi, Vellore, Tamil Nadu 632004","http://maps.google.com/maps?saddr=&daddr=70,%20Katpadi%20Main%20Rd,%20near%20Reliance%20Trends,%20Suthanthira%20Ponvizha%20Nagar,%20Venkatraman%20Nagar,%20Katpadi,%20Vellore,%20Tamil%20Nadu%20632004",0416 350 0038,tel:0416 350 0038,tel:+919791597915
Store ID: T050,"Kattupakkam, Chennai","No. 2, Opp toSVM KIA MOTORS SHOWROOM & Near by Mcrennett Bakery, 152, Mount Poonamalle High Road, Abirami Nagar, Kattupakkam, Chennai, 600056, India","http://maps.google.com/maps?saddr=&daddr=No.%202,%20Opp%20toSVM%20KIA%20MOTORS%20SHOWROOM%20&%20Near%20by%20Mcrennett%20Bakery,%20152,%20Mount%20Poonamalle%20High%20Road,%20Abirami%20Nagar,%20Kattupakkam,%20Chennai,%20600056,%20India",04448502416,tel:04448502416,tel:+919791597915
Store ID: T007,"Keelkattalai, Chennai","No. 72, Medavakkam Main Road Gandhi Nagar, Keelkattalai Next to Nilgiris &, opp. to Grand Sweets shop, Chennai, 600117, India","http://maps.google.com/maps?saddr=&daddr=No.%2072,%20Medavakkam%20Main%20Road%20Gandhi%20Nagar,%20Keelkattalai%20Next%20to%20Nilgiris%20&,%20opp.%20to%20Grand%20Sweets%20shop,%20Chennai,%20600117,%20India",073581 99048,tel:073581 99048,tel:+919791597915
Store ID: K052,"Kengeri, Bengaluru","No. 1443, 11th Cross Road, Kengeri Satellite Town, Near Jio Digital, Bengaluru, 560060, India","http://maps.google.com/maps?saddr=&daddr=No.%201443,%2011th%20Cross%20Road,%20Kengeri%20Satellite%20Town,%20Near%20Jio%20Digital,%20Bengaluru,%20560060,%20India",080 3571 2304,tel:080 3571 2304,tel:+919791597915
Store ID: T041,"KK Nagar, Chennai","33, 887, Munusamy Salai, Bangaru Colony, K. K. Nagar, Chennai, 600078, India",https://www.specsmakers.in/pages/store-locator/optical-stores-near-me-in-k-k-nagar,044 4216 8293,tel:044 4216 8293,tel:+919791597915
Store ID: T195,"KK Nagar, Madurai","# No: 9, 80 Feet Road, Anna Salai Bypass Main, KK Nagar, Madurai, 625020, India","http://maps.google.com/maps?saddr=&daddr=#%20No:%209,%2080%20Feet%20Road,%20Anna%20Salai%20Bypass%20Main,%20KK%20Nagar,%20Madurai,%20625020,%20India",0452 405 0013,tel:0452 405 0013,tel:+919791597915
Store ID: T225,"Kolathur, Chennai","Plot No: 04, Red Hills Rd, Bharathi Nagar, Kolathur, Near Apollo Sugar Clinic, Chennai, 600099, India","http://maps.google.com/maps?saddr=&daddr=Plot%20No:%2004,%20Red%20Hills%20Rd,%20Bharathi%20Nagar,%20Kolathur,%20Near%20Apollo%20Sugar%20Clinic,%20Chennai,%20600099,%20India",044 4617 6034,tel:044 4617 6034,tel:+919791597915
Store ID: K096,Koppikar Road,"Shop No. 3001, Shashi Sali, Sali Building, Koppikar Road,, Hubli, 580020, India","http://maps.google.com/maps?saddr=&daddr=Shop%20No.%203001,%20Shashi%20Sali,%20Sali%20Building,%20Koppikar%20Road,,%20Hubli,%20580020,%20India",0836 425 1637,tel:0836 425 1637,tel:+919791597915
Store ID: K031,"Koramangala, Bengaluru","No. 6, 20th Main Road, KHB Colony, 5th Block, Koramangala, Bengaluru, 560095, India","http://maps.google.com/maps?saddr=&daddr=No.%206,%2020th%20Main%20Road,%20KHB%20Colony,%205th%20Block,%20Koramangala,%20Bengaluru,%20560095,%20India",080 4121 7055,tel:080 4121 7055,tel:+919791597915
Store ID: T088,"Korattur, Chennai","L-12/1, East Avenue Road, Next To Laundrex Shop, Korattur, Chennai, 600080, India","http://maps.google.com/maps?saddr=&daddr=L-12/1,%20East%20Avenue%20Road,%20Next%20To%20Laundrex%20Shop,%20Korattur,%20Chennai,%20600080,%20India",044 4858 3275,tel:044 4858 3275,tel:+919791597915
Store ID: K085,"Kothanur, Bengaluru","No. 33/1, Main Road, Kothanur, Narayanapura, Opposite Thindi Mane, Bengaluru, 560077, India","http://maps.google.com/maps?saddr=&daddr=No.%2033/1,%20Main%20Road,%20Kothanur,%20Narayanapura,%20Opposite%20Thindi%20Mane,%20Bengaluru,%20560077,%20India",080 2952 3334,tel:080 2952 3334,tel:+919791597915
Store ID: T010,Kottivakkam,"Plot No. 3, Rajiv Gandhi Salai, next to Igp Bus Stop, Nehru Nagar, Chennai, 600041, India","http://maps.google.com/maps?saddr=&daddr=Plot%20No.%203,%20Rajiv%20Gandhi%20Salai,%20next%20to%20Igp%20Bus%20Stop,%20Nehru%20Nagar,%20Chennai,%20600041,%20India",044 4551 1362,tel:044 4551 1362,tel:+919791597915
Store ID: T138,"Kovai Road, Renganayaki Puram","12, Kovai Main Rd, near KBS ARCADE, Renganayaki Puram, Karur, Tamil Nadu 639002","http://maps.google.com/maps?saddr=&daddr=12,%20Kovai%20Main%20Rd,%20near%20KBS%20ARCADE,%20Renganayaki%20Puram,%20Karur,%20Tamil%20Nadu%20639002",04324 465 045,tel:04324 465 045,tel:+919791597915
Store ID: T228,"Krishnapuram, Ambattur","No: 125, M.T.H Road, Vivek Nagar, Near Apollo Pharmacy, Chennai, 600053, India","http://maps.google.com/maps?saddr=&daddr=No:%20125,%20M.T.H%20Road,%20Vivek%20Nagar,%20Near%20Apollo%20Pharmacy,%20Chennai,%20600053,%20India",044 46195444,tel:044 46195444,tel:+919791597915
Store ID: TS011,"Kukatpally, Hyderabad","I, Ground Floor, MIG, No. 165, 18, Rd Number 1, Kukatpally, Hyderabad, Telangana 500072","http://maps.google.com/maps?saddr=&daddr=I,%20Ground%20Floor,%20MIG,%20No.%20165,%2018,%20Rd%20Number%201,%20Kukatpally,%20Hyderabad,%20Telangana%20500072",040 4852 1624,tel:040 4852 1624,tel:+919791597915
Store ID: T140,"Kumaran Road, Valipalayam","No. 294 /144, Kumaran Plaza,, Next To Eb Office, Kumaran Road,, Tiruppur, 641601, India","http://maps.google.com/maps?saddr=&daddr=No.%20294%20/144,%20Kumaran%20Plaza,,%20Next%20To%20Eb%20Office,%20Kumaran%20Road,,%20Tiruppur,%20641601,%20India",0421 495 5648,tel:0421 495 5648,tel:+919791597915
Store ID: K118,"Kundalahalli, Bengaluru","No. 578, C Block, Main Road, AECS layout, Near Licious Store, Bengalaru, 560037, India","http://maps.google.com/maps?saddr=&daddr=No.%20578,%20C%20Block,%20Main%20Road,%20AECS%20layout,%20Near%20Licious%20Store,%20Bengalaru,%20560037,%20India",080 4067 9963,tel:080 4067 9963,tel:+919791597915
Store ID: T059,"Kundrathur Main Road, Porur","No.17, Kundrathur Main Road, Kunkumam Nagar, Porur, Next To Bharathi Sweets, Chennai, 600116, India","http://maps.google.com/maps?saddr=&daddr=No.17,%20Kundrathur%20Main%20Road,%20Kunkumam%20Nagar,%20Porur,%20Next%20To%20Bharathi%20Sweets,%20Chennai,%20600116,%20India",044 4852 3759,tel:044 4852 3759,tel:+919791597915
Store ID: T217,Kuniyamuthur,"No.10/380, Palakkad Main Rd, Opp Indian Oil Vahab petrol Bunk, Kuniyamuthur, Coimbatore, 641008, India","http://maps.google.com/maps?saddr=&daddr=No.10/380,%20Palakkad%20Main%20Rd,%20Opp%20Indian%20Oil%20Vahab%20petrol%20Bunk,%20Kuniyamuthur,%20Coimbatore,%20641008,%20India",073059 66648,tel:073059 66648,tel:+919791597915
Store ID: T008,"Kutchery Road, Chennai","No. 239-10, Kutchery Rd, opposite GANI, Luz Corner, Kapali Thottam, Mylapore, Chennai, Tamil Nadu 600004","http://maps.google.com/maps?saddr=&daddr=%20No.%20239-10,%20Kutchery%20Rd,%20opposite%20GANI,%20Luz%20Corner,%20Kapali%20Thottam,%20Mylapore,%20Chennai,%20Tamil%20Nadu%20600004",044 4711 1593,tel:044 4711 1593,tel:+919791597915
Store ID:,Lab,"106/108, Alapakkam Main Road,, Alapakkam, Maduravoyal, Chennai, 600116, India","http://maps.google.com/maps?saddr=&daddr=106/108,%20Alapakkam%20Main%20Road,,%20Alapakkam,%20Maduravoyal,%20Chennai,%20600116,%20India",098405 11636,tel:098405 11636,tel:
Store ID: T202,"Lakshmi Mills, Coimbatore","# 652-656 , Avinashi Road , Papanaickenpalayam, Near to Indusind Bank and Lakshmi Mills Bus stop, Coimbatore, 641037, India","http://maps.google.com/maps?saddr=&daddr=#%20652-656%20,%20Avinashi%20Road%20,%20Papanaickenpalayam,%20Near%20to%20Indusind%20Bank%20and%20Lakshmi%20Mills%20Bus%20stop,%20Coimbatore,%20641037,%20India",0422 472 6319,tel:0422 472 6319,tel:+919791597915
Store ID: T078,"Lakshmi Nagar, Porur","No. 84/1, Trunk Rd, opp. Suzuki Motorcycle, Lakshmi Nagar, Porur, Chennai, Tamil Nadu 600116","http://maps.google.com/maps?saddr=&daddr=No.%2084/1,%20Trunk%20Rd,%20opp.%20Suzuki%20Motorcycle,%20Lakshmi%20Nagar,%20Porur,%20Chennai,%20Tamil%20Nadu%20600116",063817 69815,tel:063817 69815,tel:+919791597915
Store ID: T108,"Lakshmi Nagar, Velachery","32, 100 Feet Rd, near Dr Agarwals Eye Hospital, Lakshmi Nagar, Velachery, Chennai, Tamil Nadu 600042","http://maps.google.com/maps?saddr=&daddr=32,%20100%20Feet%20Rd,%20near%20Dr%20Agarwals%20Eye%20Hospital,%20Lakshmi%20Nagar,%20Velachery,%20Chennai,%20Tamil%20Nadu%20600042",044 4859 6952,tel:044 4859 6952,tel:+919791597915
Store ID: T120,"Madhanandapuram, Chennai","113, E V P Santhosh Nagar, Mugalivakkam Main Road, Next To Grace Super Market & Above Naturals, Madhanandapuram, Chennai, 600125, India","http://maps.google.com/maps?saddr=&daddr=113,%20E%20V%20P%20Santhosh%20Nagar,%20Mugalivakkam%20Main%20Road,%20Next%20To%20Grace%20Super%20Market%20&%20Above%20Naturals,%20Madhanandapuram,%20Chennai,%20600125,%20India",044 3501 2916,tel:044 3501 2916,tel:+919791597915
Store ID: TS002,"Madhapur, Hyderabad","Royal Arcade, No. 1-65/2/24, Hitech City Main Rd, near Dell Technologies, Silicon Valley, Madhapur, Hyderabad, Telangana 500081","http://maps.google.com/maps?saddr=&daddr=Royal%20Arcade,%20No.%201-65/2/24,%20Hitech%20City%20Main%20Rd,%20near%20Dell%20Technologies,%20Silicon%20Valley,%20Madhapur,%20Hyderabad,%20Telangana%20500081",040 4613 9559,tel:040 4613 9559,tel:+919791597915
Store ID: T091,"Madhavaram, Chennai","No. 1A, opp. to Domino's, KKR Nagar, Madhavaram, Chennai, 600060, India","http://maps.google.com/maps?saddr=&daddr=No.%201A,%20opp.%20to%20Domino%27s,%20KKR%20Nagar,%20Madhavaram,%20Chennai,%20600060,%20India",044 4768 8602,tel:044 4768 8602,tel:+919791597915
Store ID: TS013,Madinaguda Miyapur,"G-1, Vijayakrishna Residency, Madinaguda Near St. Anns High School, Miyapur, Hyderabad, 500049, India","http://maps.google.com/maps?saddr=&daddr=G-1,%20Vijayakrishna%20Residency,%20Madinaguda%20Near%20St.%20Anns%20High%20School,%20Miyapur,%20Hyderabad,%20500049,%20India",040 4857 1607,tel:040 4857 1607,tel:+919791597915
Store ID: T073,"Madipakkam, Chennai","3/192, Medavakkam Main Road, Madipakkam, Chennai, 600091, India","http://maps.google.com/maps?saddr=&daddr=3/192,%20Medavakkam%20Main%20Road,%20Madipakkam,%20Chennai,%20600091,%20India",044 4857 4491,tel:044 4857 4491,tel:+919791597915
Store ID: T028,"Madurai Main, Madurai","163, W Masi St, near Sri Mahathi Jewellers, Valaiyal Kadai, Madurai Main, Madurai, Tamil Nadu 625001","http://maps.google.com/maps?saddr=&daddr=163,%20W%20Masi%20St,%20near%20Sri%20Mahathi%20Jewellers,%20Valaiyal%20Kadai,%20Madurai%20Main,%20Madurai,%20Tamil%20Nadu%20625001",0452 434 7553,tel:0452 434 7553,tel:+919791597915
Store ID: K025,"Mahalakshmi Layout, Bengaluru","New No. 1, Old No. 24, 23/1, 8th Main Road, Mahalakshmi Layout, Near Skanda Trust, Bengaluru, 560086, India","http://maps.google.com/maps?saddr=&daddr=New%20No.%201,%20Old%20No.%2024,%2023/1,%208th%20Main%20Road,%20Mahalakshmi%20Layout,%20Near%20Skanda%20Trust,%20Bengaluru,%20560086,%20India",091501 03067,tel:091501 03067,tel:+919791597915
Store ID: TS004,"Malkajgiri, Hyderabad","2-209, Malkajgiri Rd, opp. Khadim's, Vani Nagar, Malkajgiri, Hyderabad, Secunderabad, Telangana 500047","http://maps.google.com/maps?saddr=&daddr=2-209,%20Malkajgiri%20Rd,%20opp.%20Khadim%27s,%20Vani%20Nagar,%20Malkajgiri,%20Hyderabad,%20Secunderabad,%20Telangana%20500047",040 4896 1703,tel:040 4896 1703,tel:+919791597915
Store ID: K107,"Malleshwaram, Bengaluru","No. 350, S. No. 2&3, Sampige Road, Malleshwaram, Opposite Go Colors, Bengaluru, 560003, India","http://maps.google.com/maps?saddr=&daddr=No.%20350,%20S.%20No.%202&3,%20Sampige%20Road,%20Malleshwaram,%20Opposite%20Go%20Colors,%20Bengaluru,%20560003,%20India",080 4203 4210,tel:080 4203 4210,tel:+919791597915
Store ID: T135,"Mandaveli, Chennai","No. 32/2, Venkatakrishna Rd, near IndusInd Bank, O-Block, Jeth Nagar, Mandaveli, Chennai, Tamil Nadu 600028","http://maps.google.com/maps?saddr=&daddr=No.%2032/2,%20Venkatakrishna%20Rd,%20near%20IndusInd%20Bank,%20O-Block,%20Jeth%20Nagar,%20Mandaveli,%20Chennai,%20Tamil%20Nadu%20600028",044 4856 9633,tel:044 4856 9633,tel:
Store ID: T174,"Manjakuppam, Cuddalore","No. 1C, Bharathi Rd, opp. Reliance Digital, Manjakuppam, Cuddalore, Tamil Nadu 607001","http://maps.google.com/maps?saddr=&daddr=%20No.%201C,%20Bharathi%20Rd,%20opp.%20Reliance%20Digital,%20Manjakuppam,%20Cuddalore,%20Tamil%20Nadu%20607001",063857 89310,tel:063857 89310,tel:+919791597915
Store ID: T223,"Mannivakkam, Chennai","No.06 Nehru colony, Mudichur Rd, Lakshmi nagar, Mannivakkam,Chennai, Tamil Nadu 600048","http://maps.google.com/maps?saddr=&daddr=No.06%20Nehru%20colony,%20Mudichur%20Rd,%20Lakshmi%20nagar,%20Mannivakkam,Chennai,%20Tamil%20Nadu%20600048",9003113178,tel:9003113178,tel:+919791597915
Store ID: K019,"Marathahalli, Bengaluru","No 698, Amba Nilaya, Main Road, Marathahalli Village, Near Mayuri Restaurent, Bengaluru, 560037, India","http://maps.google.com/maps?saddr=&daddr=No%20698,%20Amba%20Nilaya,%20Main%20Road,%20Marathahalli%20Village,%20Near%20Mayuri%20Restaurent,%20Bengaluru,%20560037,%20India",080 4165 7055,tel:080 4165 7055,tel:+919791597915
Store ID: K056,"Margosa Road, Malleshwaram","No. 17, Om Sri Mahaganapathy Complex, Margosa Road, Malleshwaram, Near IDBI Bank, Bengaluru, 560003, India","http://maps.google.com/maps?saddr=&daddr=No.%2017,%20Om%20Sri%20Mahaganapathy%20Complex,%20Margosa%20Road,%20Malleshwaram,%20Near%20IDBI%20Bank,%20Bengaluru,%20560003,%20India",080 4302 6422,tel:080 4302 6422,tel:+919791597915
Store ID: T137,"Medavakkam, Chennai","7/494, A, Velachery Main Road, Viyaja Nagaram, Medavakkam, Chennai, 600100, India","http://maps.google.com/maps?saddr=&daddr=7/494,%20A,%20Velachery%20Main%20Road,%20Viyaja%20Nagaram,%20Medavakkam,%20Chennai,%20600100,%20India",044 3501 2913,tel:044 3501 2913,tel:+919791597915
Store ID: T136,"Mettur Road, Erode","No. 110, Mettur Road, Next To Hotel Residency Inn,Erode, Erode, 638011, India","http://maps.google.com/maps?saddr=&daddr=No.%20110,%20Mettur%20Road,%20Next%20To%20Hotel%20Residency%20Inn,Erode,%20Erode,%20638011,%20India",0424 497 1100,tel:0424 497 1100,tel:+919791597915
Store ID: T127,"Meyyanur Road, Salem","No. 2/91, Sree Vari Shopping Mall, Infront of Poorvika Mobiles, Salem, 636004, India","http://maps.google.com/maps?saddr=&daddr=No.%202/91,%20Sree%20Vari%20Shopping%20Mall,%20Infront%20of%20Poorvika%20Mobiles,%20Salem,%20636004,%20India",0427 496 0973,tel:0427 496 0973,tel:+919791597915
Store ID: P004,"MG Road, Puducherry","No: 49, MG Road, MG Road Area, Puducherry, 605001, India","http://maps.google.com/maps?saddr=&daddr=No:%2049,%20MG%20Road,%20MG%20Road%20Area,%20Puducherry,%20605001,%20India",090032 46444,tel:090032 46444,tel:+919791597915
Store ID: P001,"Mission Street, Puducherry","No. 178/180, Mission St, beside Dominos, MG Road Area, Puducherry, 605001","http://maps.google.com/maps?saddr=&daddr=%20No.%20178/180,%20Mission%20St,%20beside%20Dominos,%20MG%20Road%20Area,%20Puducherry,%20605001",0413 420 9703,tel:0413 420 9703,tel:+919791597915
Store ID: T226,"MKB Nagar West Ave, Chennai","129, Pudhu Nagar, West Ave, MKB Nagar, Vysarpadi, Chennai, 600039, India","http://maps.google.com/maps?saddr=&daddr=129,%20Pudhu%20Nagar,%20West%20Ave,%20MKB%20Nagar,%20Vysarpadi,%20Chennai,%20600039,%20India",04446176035,tel:04446176035,tel:+919791597915
Store ID: T095,"Mogappair West, Chennai","4/7 - Hig, Tnhb 4th Block, Nolambur, Mogappair West, Opp to Unlimited, Chennai, 600084, India","http://maps.google.com/maps?saddr=&daddr=4/7%20-%20Hig,%20Tnhb%204th%20Block,%20Nolambur,%20Mogappair%20West,%20Opp%20to%20Unlimited,%20Chennai,%20600084,%20India",044 4204 9467,tel:044 4204 9467,tel:+919791597915
Store ID: T129,"Moovendar Nagar, Villupuram","No. 103, Rahmath Complex,, Trichy Main Road,, Next To E.S. Hospital, Viluppuram, 605602, India","http://maps.google.com/maps?saddr=&daddr=No.%20103,%20Rahmath%20Complex,,%20Trichy%20Main%20Road,,%20Next%20To%20E.S.%20Hospital,%20Viluppuram,%20605602,%20India",088707 84491,tel:088707 84491,tel:+919791597915
Store ID: T222,"M.P.C Nagar, Thiruvallur","No. 122/4, Jawaharlal Nehru Road, V.M Nagar, Opp. State Bank of India, Thiruvallur, 602001, India","http://maps.google.com/maps?saddr=&daddr=No.%20122/4,%20Jawaharlal%20Nehru%20Road,%20V.M%20Nagar,%20Opp.%20State%20Bank%20of%20India,%20Thiruvallur,%20602001,%20India",090031 17437,tel:090031 17437,tel:+919791597915
Store ID: T224,"Mudichur Road, Old Perungalathur","No. 6/4, Jeeva Complex, Mudichur Rd, Bharathi Nagar, Old Perungalathur, Tambaram, Opp. Reliance Trends, Chennai, 600063, India","http://maps.google.com/maps?saddr=&daddr=No.%206/4,%20Jeeva%20Complex,%20Mudichur%20Rd,%20Bharathi%20Nagar,%20Old%20Perungalathur,%20Tambaram,%20Opp.%20Reliance%20Trends,%20Chennai,%20600063,%20India",090033 61444,tel:090033 61444,tel:+919791597915
Store ID: T132,"Murugankurichi, Tirunelveli","No. 142/6, Thiruvananthapuram Road, opp. Alagar Jewelers, Murugankurichi, Palayamkottai, Tirunelveli, Tamil Nadu 627001","http://maps.google.com/maps?saddr=&daddr=No.%20142/6,%20Thiruvananthapuram%20Road,%20opp.%20Alagar%20Jewelers,%20Murugankurichi,%20Palayamkottai,%20Tirunelveli,%20Tamil%20Nadu%20627001",0462 495 0817,tel:0462 495 0817,tel:+919791597915
Store ID: K044,"Naagarabhaavi Circle, Bengaluru","No 92, Hari Krishna Plaza, Nagarbhavi Circle, Opp SBI ATM Upadyayara, Sanjaynagar, Sanghanaghara, Naagarabhaavi, Bengaluru, 560072, India","http://maps.google.com/maps?saddr=&daddr=No%2092,%20Hari%20Krishna%20Plaza,%20Nagarbhavi%20Circle,%20Opp%20SBI%20ATM%20Upadyayara,%20Sanjaynagar,%20Sanghanaghara,%20Naagarabhaavi,%20Bengaluru,%20560072,%20India",091488 32070,tel:091488 32070,tel:+919791597915
Store ID: K110,"Nagarbhavi, Bangalore","No. 856, Sri Vinayaka House Building, 80 Feet Main Road, Nagarbhavi, Near Swathi Galaxy, Bengaluru, 560072, India","http://maps.google.com/maps?saddr=&daddr=No.%20856,%20Sri%20Vinayaka%20House%20Building,%2080%20Feet%20Main%20Road,%20Nagarbhavi,%20Near%20Swathi%20Galaxy,%20Bengaluru,%20560072,%20India",063855 64042,tel:063855 64042,tel:+919791597915
Store ID: K103,"Nagasandra, Bengaluru","No.2, Sri Lakshmi Arcade, Hesarghatta Main Road, Havanur Extension, Near Vignesh Dental, Bengaluru, 560073, India","http://maps.google.com/maps?saddr=&daddr=No.2,%20Sri%20Lakshmi%20Arcade,%20Hesarghatta%20Main%20Road,%20Havanur%20Extension,%20Near%20Vignesh%20Dental,%20Bengaluru,%20560073,%20India",063660 44741,tel:063660 44741,tel:+919791597915
Store ID: T180,Nanganallur 44th Street,"Ground Floor, Door No. 1, 44th Street (4th Main Road Junction, 1, 44th Street, Lakshmi Nagar, Nanganallur, Chennai, 600061, India","http://maps.google.com/maps?saddr=&daddr=Ground%20Floor,%20Door%20No.%201,%2044th%20Street%20(4th%20Main%20Road%20Junction,%201,%2044th%20Street,%20Lakshmi%20Nagar,%20Nanganallur,%20Chennai,%20600061,%20India",044 4263 7082,tel:044 4263 7082,tel:+919791597915
